quiz_id	num_items	num_students	num_skills	frac_nans	SPARFA_train_acc_mean	SPARFA_train_acc_std	VIBO_train_acc_mean	VIBO_train_acc_std	QFactor_train_acc_mean	QFactor_train_acc_std	Q2Factor_train_acc_mean	Q2Factor_train_acc_std	SPARFA_train_auc_mean	SPARFA_train_auc_std	VIBO_train_auc_mean	VIBO_train_auc_std	QFactor_train_auc_mean	QFactor_train_auc_std	Q2Factor_train_auc_mean	Q2Factor_train_auc_std	SPARFA_test_acc_mean	SPARFA_test_acc_std	VIBO_test_acc_mean	VIBO_test_acc_std	QFactor_test_acc_mean	QFactor_test_acc_std	Q2Factor_test_acc_mean	Q2Factor_test_acc_std	SPARFA_test_auc_mean	SPARFA_test_auc_std	VIBO_test_auc_mean	VIBO_test_auc_std	QFactor_test_auc_mean	QFactor_test_auc_std	Q2Factor_test_auc_mean	Q2Factor_test_auc_std	SPARFA_sparsity_mean	SPARFA_sparsity_std	VIBO_sparsity_mean	VIBO_sparsity_std	QFactor_sparsity_mean	QFactor_sparsity_std	Q2Factor_sparsity_mean	Q2Factor_sparsity_std	SPARFA_train_time_mean	SPARFA_train_time_std	VIBO_train_time_mean	VIBO_train_time_std	QFactor_train_time_mean	QFactor_train_time_std	Q2Factor_train_time_mean	Q2Factor_train_time_std	SPARFA_pred_time_mean	SPARFA_pred_time_std	VIBO_pred_time_mean	VIBO_pred_time_std	QFactor_pred_time_mean	QFactor_pred_time_std	Q2Factor_pred_time_mean	Q2Factor_pred_time_std
101	12	2542	4	0.128836	0.87308	0.00375819	0.836592	0.00609719	0.803466	0.00251321	0.829675	0.00741038	0.966302	0.00162804	0.930655	0.00354656	0.906534	0.000738149	0.931872	0.00268581	0.870062	0.00633817	0.834007	0.00931715	0.801398	0.0102068	0.826937	0.0101285	0.964162	0.00264007	0.928684	0.00425154	0.905713	0.00767452	0.929713	0.00531627	0.222917	0.0209372	0	0	0.53125	0.0213478	0.364583	0.0529101	60.3606	2.59776	10.9216	0.562572	2.01697	0.243774	18.4379	7.04272	1.20883	0.0853045	0.000269866	1.80117e-05	0.000151038	3.38059e-06	0.000166631	2.90137e-06
103	12	908	4	0.0970999	0.910885	0.00342624	0.861942	0.00251536	0.83564	0.00736994	0.857099	0.00781944	0.977862	0.00133003	0.941699	0.00160025	0.927238	0.00329706	0.946563	0.00314809	0.90157	0.0167679	0.85158	0.011039	0.829868	0.0230986	0.85471	0.0117784	0.974051	0.00517067	0.931033	0.00768931	0.920855	0.0149419	0.944866	0.0059272	0.241667	0.0418745	0.00208333	0.00625	0.577083	0.0264345	0.435417	0.0514123	19.256	1.00842	3.872	0.201144	0.559439	0.0952241	4.91866	1.51562	0.355967	0.0144084	0.00019424	6.1732e-06	0.000120711	2.39382e-06	0.000132465	1.03024e-05
105	15	1891	3	0.112357	0.826936	0.00475259	0.821389	0.00313557	0.797749	0.00299225	0.815067	0.00535176	0.932083	0.000954669	0.906166	0.00259281	0.893354	0.000763072	0.909067	0.000948868	0.825049	0.00869205	0.81658	0.00751828	0.794191	0.0064145	0.813758	0.00825411	0.929863	0.00510001	0.901601	0.00639442	0.890124	0.00394045	0.907481	0.00381317	0.142222	0.0301437	0	0	0.482222	0.0315054	0.346667	0.0317397	27.207	0.874364	7.59651	0.0633524	1.95695	0.769982	17.482	7.01052	0.559753	0.0266598	0.000250864	3.96636e-06	0.000160456	5.85074e-06	0.000165701	2.80889e-06
107	12	1351	3	0.0805576	0.84972	0.0036599	0.822466	0.00274256	0.802609	0.00655837	0.810681	0.00565808	0.948291	0.00154481	0.91153	0.00162869	0.900673	0.00418036	0.913007	0.00290397	0.845984	0.0101304	0.817557	0.0124109	0.800772	0.0146149	0.806093	0.0114743	0.945364	0.00781599	0.906453	0.00938339	0.896456	0.00991324	0.909714	0.00610666	0.166667	0.030429	0.00555556	0.0111111	0.472222	0.0527046	0.297222	0.0583333	21.6144	0.744464	5.65201	0.243222	1.09834	0.327964	10.4312	2.81405	0.415389	0.0158991	0.00020082	5.22246e-06	0.0001302	2.17066e-06	0.000143909	2.21363e-05
109	17	2552	5	0.170754	0.881141	0.00425818	0.841083	0.00577357	0.815368	0.00818705	0.838405	0.00742069	0.964657	0.00153665	0.923025	0.00247546	0.906068	0.00306759	0.924594	0.0033765	0.872807	0.00975834	0.836659	0.00907969	0.813293	0.00786682	0.837116	0.00715444	0.959578	0.00466145	0.91816	0.00617721	0.903793	0.00391412	0.922669	0.0058592	0.232941	0.0396525	0.00470588	0.00576351	0.570588	0.0325396	0.387059	0.0402243	73.178	11.2008	12.3011	1.83643	5.72604	1.3453	63.2636	44.0362	1.56919	0.268049	0.000312519	3.50425e-05	0.000208569	2.59431e-05	0.000216556	9.52842e-06
111	15	3126	2	0.0878652	0.802971	0.00273797	0.806649	0.00182714	0.797892	0.0032708	0.803477	0.00223597	0.904608	0.00126456	0.886545	0.00155679	0.881511	0.00113363	0.888904	0.00108018	0.801204	0.00924841	0.806376	0.00811593	0.797811	0.00804428	0.802917	0.00817074	0.903102	0.00574053	0.88493	0.00582988	0.880451	0.00609266	0.888067	0.00586324	0.0766667	0.0152753	0	0	0.35	0.0223607	0.21	0.03	40.7202	4.29038	19.101	3.07894	3.21824	0.669907	18.944	3.10711	0.836588	0.168681	0.000356436	6.35433e-05	0.000199771	1.73009e-05	0.000200605	5.21935e-06
112	14	90	3	0.0738095	0.85414	0.00781841	0.792927	0.00878884	0.808569	0.0102577	0.81595	0.0105773	0.939438	0.00365294	0.871589	0.00696843	0.885652	0.00445355	0.894427	0.00420125	0.799495	0.032118	0.77728	0.0387104	0.757009	0.044237	0.771778	0.0388431	0.883406	0.0224706	0.842983	0.036116	0.830098	0.0325442	0.846247	0.0311701	0.183333	0.0320324	0	0	0.480952	0.0233285	0.35	0.0452381	2.3188	0.114882	0.710262	0.043764	0.142015	0.035635	0.713742	0.128885	0.0330984	0.00506425	0.000714779	0.00157008	9.81808e-05	2.31415e-05	0.000574732	0.00116858
113	14	1855	3	0.102849	0.830477	0.00474773	0.80981	0.00387117	0.793766	0.00727421	0.805551	0.0110799	0.928464	0.00219109	0.89337	0.00310269	0.879354	0.00546305	0.895927	0.00716842	0.82544	0.00923179	0.807353	0.00787079	0.790602	0.0098636	0.803198	0.0144984	0.924307	0.00631643	0.888735	0.00846759	0.877437	0.0077037	0.895159	0.00877245	0.161905	0.0349927	0	0	0.459524	0.0282722	0.345238	0.0604687	40.8019	5.57699	11.8351	1.60661	2.47871	0.787115	20.5723	5.94557	0.8287	0.187648	0.000271916	2.14914e-05	0.00017333	2.99414e-05	0.000475788	0.000854435
114	18	189	2	0.125514	0.79392	0.00406233	0.762182	0.00461411	0.768978	0.00400743	0.771216	0.00384391	0.848389	0.00531218	0.818106	0.00505061	0.817939	0.00465984	0.818298	0.0061526	0.782241	0.0311617	0.750738	0.0334803	0.763402	0.0315187	0.758728	0.0325452	0.817721	0.0361786	0.783866	0.0366859	0.795995	0.0354301	0.799595	0.0294776	0.0916667	0.025	0	0	0.263889	0.0334489	0.202778	0.035246	3.10326	0.187164	1.33815	0.0437536	0.276572	0.0581013	1.6207	0.559173	0.0559361	0.0087912	0.000840688	0.00131708	0.000130177	3.40697e-06	0.000131726	3.75348e-06
115	15	1312	3	0.116565	0.83276	0.00388311	0.818168	0.00330739	0.803848	0.00297833	0.815774	0.0051224	0.931167	0.00262995	0.902373	0.0019259	0.892688	0.00112593	0.903347	0.00123912	0.826209	0.0117952	0.813907	0.0102058	0.800047	0.00893764	0.812237	0.0100829	0.925271	0.00824426	0.897	0.00959765	0.887106	0.00816719	0.900093	0.00703859	0.122222	0.0302255	0	0	0.515556	0.0419288	0.333333	0.0570899	30.9109	0.909008	8.95997	0.385129	2.18298	0.412039	15.5433	3.59534	0.648389	0.0290879	0.0011106	0.00122037	0.00015533	1.07813e-05	0.000206161	0.000100466
117	17	162	2	0.161583	0.7948	0.00620195	0.766882	0.00579762	0.769023	0.00419423	0.770349	0.00681262	0.877304	0.00455227	0.845156	0.00522742	0.845003	0.00443635	0.846527	0.0036152	0.772255	0.0290427	0.75183	0.023418	0.755529	0.0298722	0.75047	0.022855	0.827318	0.0312953	0.814862	0.0259204	0.813281	0.0277341	0.813457	0.0327734	0.114706	0.0307068	0	0	0.385294	0.0404345	0.255882	0.0543123	2.65406	0.0894349	1.17572	0.0715543	0.243416	0.0509346	0.954045	0.422237	0.043408	0.0084037	0.000183463	1.19549e-05	0.000132728	3.38501e-05	0.000127864	3.25383e-05
118	15	192	1	0.0920139	0.729086	0.0046061	0.711579	0.0196721	0.725194	0.00454936	0.725611	0.00413967	0.797587	0.00331687	0.782104	0.0203618	0.79709	0.00327845	0.798584	0.00366413	0.716253	0.0313127	0.709283	0.0211045	0.721091	0.0234136	0.723425	0.0249273	0.776478	0.0412554	0.769718	0.0300905	0.781444	0.0343867	0.783224	0.032453	0	0	0	0	0	0	0	0	1.61356	0.0916863	1.20758	0.105461	0.0537535	0.0107725	0.102038	0.012808	0.0263859	0.00628147	0.000557637	0.00112646	0.000118423	1.14202e-05	0.000122905	2.2844e-05
